575116184,1687254367,22
575116184,1696003531,4
575116184,1698899295,8
575116184,1692023137,4
575116184,1675198702,21
575116184,1680422127,4
575116184,1680773065,21
575116184,1679965203,14
575116184,1685993532,24
575116184,1686005048,11
575116184,1676080800,23
575116184,1701337852,19
575116184,1673875875,8
575116184,1697734522,13
575116184,1680923610,19
575116184,1696070261,21
575116184,1676667011,20
575116184,1683790487,19
575116184,1695446939,7
575116184,1681397522,13
575116184,1694839778,11
575116184,1687638761,7
575116184,1703525504,16
575116184,1685755112,9
575116184,1690611263,10
575116184,1673695789,5
575116184,1703364640,10
575116184,1688708858,18
575116184,1672849095,10
575116184,1687947517,1
575116184,1681936838,15
575116184,1675382923,15
575116184,1703190352,10
575116184,1693837033,24
575116184,1699801365,12
575116184,1691755299,2
575116184,1696201865,18
575116184,1675565535,9
575116184,1676903208,15
575116184,1675166882,21
575116184,1681912170,1
575116184,1697317766,5
575116184,1701367983,3
575116184,1697892302,0
575116184,1673576369,0
575116184,1678162817,24
575116184,1673456020,24
575116184,1687887605,14
575116184,1701523855,9
575116184,1690918175,11
575116184,1681105382,1
575116184,1676594384,19
575116184,1675487585,8
575116184,1680323862,3
575116184,1698641521,10
575116184,1678648552,5
575116184,1677110576,3
575116184,1689116688,17
575116184,1693193975,24
575116184,1700477487,13
575116184,1686912680,4
575116184,1679660634,19
575116184,1693923046,11
575116184,1673040317,23
575116184,1679734197,5
575116184,1703735807,19
575116184,1685215083,6
575116184,1679756445,3
575116184,1703654407,18
575116184,1680781866,21
575116184,1685528150,12
575116184,1681327845,11
575116184,1679573531,7
575116184,1696125026,11
575116184,1686615706,16
575116184,1675279730,20
575116184,1672785625,12
575116184,1675192043,16
575116184,1684136446,3
575116184,1703256548,3
575116184,1701335118,7
575116184,1683593118,18
575116184,1673144591,22
575116184,1684064393,7
575116184,1687453343,10
575116184,1672990872,8
575116184,1691602247,3
575116184,1692935055,14
575116184,1698550074,11
575116184,1689140892,13
575116184,1700467871,16
575116184,1681902236,5
575116184,1690593854,2
575116184,1682958786,10
575116184,1686757626,2
575116184,1685818053,19
575116184,1679071123,25
575116184,1678378943,15
575116184,1692174552,4
575116184,1697431408,19
575116184,1692211684,21
575116184,1683516978,18
575116184,1687134109,7
575116184,1681340303,21
575116184,1698650153,3
575116184,1701846921,6
575116184,1675829575,7
575116184,1677867574,21
575116184,1690877373,23
575116184,1690834180,21
575116184,1687984763,25
575116184,1697194046,24
575116184,1676547446,17
575116184,1696616781,17
575116184,1704022468,3
575116184,1691107921,19
575116184,1675820366,11
575116184,1702489689,7
575116184,1693800688,1
575116184,1699115266,12
575116184,1682502681,8
575116184,1684962393,17
575116184,1702471536,24
575116184,1680510763,8
575116184,1676852475,20
575116184,1680163751,6
575116184,1678503287,19
575116184,1680421697,2
575116184,1677452196,16
575116184,1695073467,2
575116184,1693743511,15
575116184,1699207331,16
575116184,1702394502,12
575116184,1684978101,2
575116184,1676421326,16
575116184,1687444715,10
575116184,1684421129,12
575116184,1698663841,9
575116184,1676767269,7
575116184,1678382782,6
575116184,1700274966,4
575116184,1687175098,12
575116184,1677741833,21
575116184,1678232349,2
575116184,1676976755,12
575116184,1688933786,19
575116184,1687047385,9
575116184,1701517590,1
575116184,1677956419,3
575116184,1699443579,0
575116184,1673621169,7
575116184,1685930283,12
575116184,1673600765,23
575116184,1693395691,17
575116184,1680253996,2
575116184,1694394689,14
575116184,1672922373,12
575116184,1694724803,21
575116184,1696303972,16
575116184,1681690741,23
575116184,1687539688,10
575116184,1688032044,20
575116184,1678899921,0
575116184,1701109214,24
575116184,1677541831,7
575116184,1674466523,22
575116184,1677492076,3
575116184,1683173372,6
575116184,1701300641,21
575116184,1684021543,25
575116184,1693640142,17
575116184,1690876537,14
575116184,1681886350,3
575116184,1694022503,9
575116184,1682082177,17
575116184,1702980456,11
575116184,1695958081,4
575116184,1697420889,15
575116184,1678918654,19
575116184,1690367953,20
575116184,1698949684,3
575116184,1692505247,6
575116184,1692745991,5
575116184,1703700863,18
575116184,1686911728,17
575116184,1683382944,8
575116184,1674755079,3
575116184,1677577697,9
575116184,1673421773,5
575116184,1690736765,21
575116184,1695309324,4
575116184,1702857200,18
575116184,1680465642,12
575116184,1692191140,7
575116184,1672855194,13
575116184,1702549944,6
575116184,1701473067,6
575116184,1673834801,7
575116184,1674951059,11
575116184,1675677064,25
575116184,1675949477,21
575116184,1701451465,14
575116184,1698172753,18
575116184,1697352004,19
575116184,1700413635,14
575116184,1695347931,8
575116184,1697495682,3
575116184,1699066240,18
575116184,1675923751,21
575116184,1677333456,0
575116184,1674875421,1
575116184,1693433562,8
575116184,1678859167,23
575116184,1685080569,15
575116184,1681740162,15
575116184,1696165025,11
575116184,1674194254,5
575116184,1672969878,23
575116184,1691170349,16
575116184,1690948096,2
575116184,1693661107,15
575116184,1699423879,20
575116184,1680566133,17
575116184,1697930886,11
575116184,1702574538,12
575116184,1674609452,5
575116184,1688340886,16
575116184,1673592239,9
575116184,1674157899,17
575116184,1700357695,20
575116184,1692594711,14
575116184,1695611232,24
575116184,1688671851,11
575116184,1689426277,1
575116184,1681390134,3
575116184,1687482108,9
575116184,1689642370,13
575116184,1677913585,20
575116184,1700870909,5
575116184,1674072426,22
575116184,1699509549,18
575116184,1699197264,9
575116184,1678557204,10
575116184,1684255658,5
575116184,1702802305,25
575116184,1697134822,4
575116184,1677901026,4
575116184,1686725960,8
575116184,1685344723,18
575116184,1689344912,9
575116184,1674502741,16
575116184,1687712161,10
575116184,1688503094,7
575116184,1676421222,12
575116184,1695810134,15
575116184,1685649160,2
575116184,1681746189,24
575116184,1680453534,15
575116184,1672751716,5
575116184,1700802058,7
575116184,1681221286,17
575116184,1673574161,2
575116184,1687190934,8
575116184,1681113630,4
575116184,1675563185,17
575116184,1677147684,11
575116184,1687623061,18
575116184,1702172251,20
575116184,1683033212,11
575116184,1693300982,10
575116184,1692890913,1
575116184,1679164085,6
575116184,1701469558,16
575116184,1700916702,9
575116184,1691850929,22
575116184,1698904903,24
575116184,1692091786,2
575116184,1681400869,12
575116184,1675331753,23
575116184,1691664615,10
575116184,1685263760,8
575116184,1685749178,14
575116184,1692325706,15
575116184,1684554664,6
575116184,1678905491,3
575116184,1702313600,18
575116184,1682005858,24
575116184,1700110656,22
575116184,1684086166,15
575116184,1680411210,12
575116184,1677067402,10
575116184,1703549017,2
575116184,1694265747,9
575116184,1674063583,14
575116184,1692034991,16
575116184,1687344692,15
575116184,1689371942,4
575116184,1683198737,8
575116184,1691717038,20
575116184,1699373436,10
575116184,1674739170,22
575116184,1700493158,1
575116184,1703060768,22
575116184,1686772324,22
575116184,1678390755,22
575116184,1688922701,15
575116184,1704123197,1
575116184,1678107759,10
575116184,1700859409,17
575116184,1695661459,16
575116184,1693098809,12
575116184,1697911978,13
575116184,1683034830,4
575116184,1677522349,15
575116184,1678961003,15
575116184,1695634487,14
575116184,1682301436,21
575116184,1695364392,1
575116184,1701242512,19
575116184,1681772579,19
575116184,1682764755,13
575116184,1699888629,4
575116184,1674580025,16
575116184,1679752003,5
575116184,1695889824,17
575116184,1701516647,17
575116184,1676081763,24
575116184,1687474931,24
575116184,1702904319,23
575116184,1683460274,7
575116184,1683980329,5
575116184,1685629719,10
575116184,1690795027,14
575116184,1684096282,1
575116184,1693705940,12
575116184,1676903589,14
575116184,1676693717,15
575116184,1695698494,21
575116184,1702082995,6
575116184,1680793868,10
575116184,1677545803,0
575116184,1684544722,17
575116184,1673425160,24
575116184,1692749614,21
575116184,1685783604,17
575116184,1686718510,21
575116184,1696649581,4
575116184,1686760893,6
575116184,1703057746,22
575116184,1686486380,6
575116184,1676967922,15
575116184,1681285039,25
575116184,1684050443,14
575116184,1690286988,12
575116184,1695628373,7
575116184,1700755253,24
575116184,1690602743,17
575116184,1676271590,9
575116184,1700520072,3
575116184,1680456015,21
575116184,1701604455,9
575116184,1691154194,7
575116184,1676744610,16
575116184,1686076633,19
575116184,1703809719,9
575116184,1676855664,7
575116184,1681199748,17
575116184,1697584190,14
575116184,1685398628,23
575116184,1677183248,16
575116184,1690535337,16
575116184,1672817164,17
575116184,1682270031,13
575116184,1685295062,6
575116184,1683794283,9
575116184,1673189984,15
